input,output
Healthy smoothie reward,The feeling of satisfaction when you finish the smoothie and feel like you've done something good for your health
Healthy smoothie reward,The feeling of the smoothie sliding down your throat
Healthy smoothie reward,The smell of fresh fruit and vegetables
Healthy smoothie reward,The smell of fresh-cut fruit
Healthy smoothie reward,The smell of fresh-cut fruit and mint
Healthy smoothie reward,The smell of the banana and peanut butter in the smoothie
Healthy smoothie reward,The sound of a blender whirring away
Healthy smoothie reward,The sound of the blender whirring
Healthy smoothie reward,The sound of the blender whirring as it blends the smoothie
Healthy smoothie reward,The sound of the blender whirring as it makes the smoothie
Healthy smoothie reward,The sound of the blender whirring as it mixes the ingredients together
Healthy smoothie reward,The sound of the blender whirring as the ingredients are blended together
Healthy smoothie reward,The sound of the blender whirring as the kale and spinach are pulverized
Healthy smoothie reward,The taste of the sweet and tart flavors
Healthy smoothie reward,The vibrant green color of the smoothie
Heart pounding,"Your breath coming in short, shallow gasps"
Heart pounding,A drumbeat in your chest
Heart pounding,A dull thumping sound that resonates throughout your body
Heart pounding,A feeling like you can't catch your breath
Heart pounding,A feeling of adrenaline coursing through your veins
Heart pounding,A feeling of pressure in your chest
Heart pounding,A feeling of pressure in your head
Heart pounding,A feeling of tightness in your chest
Heart pounding,A feeling of your chest tightening
Heart pounding,A feeling of your ribcage expanding and contracting rapidly
Heart pounding,A loud thumping sound that seems to be coming from inside your chest
Heart pounding,A sensation of your heart trying to escape your ribcage
Heart pounding,A sensation that your heart is going to leap out of your chest
Heart pounding,A sense of urgency
Heart pounding,A sense of urgency and anxiety
Heart pounding,A sound like a drumbeat
Heart pounding,Feeling a sharp pain in your chest
Heart pounding,The feeling of your chest tightening as your heart beats faster and faster
Heart pounding,The sensation of your heart beating out of your chest
Heart pounding,The sight of your hands shaking uncontrollably
Heart pounding,The smell of fear sweat
Heart pounding,The sound of blood rushing in your ears
Heart pounding,The sound of your pulse throbbing in your ears
Heart pounding,The taste of bile rising in your throat
Heart pounding,You feel lightheaded and dizzy
Heart pounding,Your body shaking
Heart pounding,Your chest feels tight and constricted
Heart pounding,Your ears ringing
Heart pounding,Your hands are shaking
Heart pounding,Your heart is beating so loud that you can hear it in your ears
Heart pounding,Your pulse is racing
Heart pounding,Your pulse throbbing in your temples
Heart pounding,Your vision blurring
Heels click on pavement,"The sight of a woman's legs striding purposefully down the street, her heels clicking in perfect rhythm"
Heels click on pavement,"The sight of a woman's long, slender legs accentuated by her high heels"
Heels click on pavement,A gentle rain falling
Heels click on pavement,A man smoking a cigarette on the corner
Heels click on pavement,A warm breeze blowing through the trees
Heels click on pavement,A woman in a red dress and black heels walking purposefully down the street
Heels click on pavement,A woman striding confidently down the street
Heels click on pavement,A woman wearing a long black coat and a fur-trimmed hat
Heels click on pavement,The faint smell of perfume
Heels click on pavement,The feel of the sun on your skin as you walk outside
Heels click on pavement,The feeling of the sun on your skin
Heels click on pavement,The feeling of the wind in your hair as you walk
Heels click on pavement,The feeling of the wind whipping through your hair
Heels click on pavement,The sharp sound of stiletto heels clicking on the sidewalk
Heels click on pavement,The sight of a woman in a bright red dress walking down the street
Heels click on pavement,The sight of a woman's legs in high heels walking away from you
Heels click on pavement,The smell of fresh-cut flowers from a nearby florist
Heels click on pavement,The smell of fresh-cut grass
Heels click on pavement,The smell of fresh-cut grass from a nearby park
Heels click on pavement,The smell of freshly cut grass
Heels click on pavement,The smell of hot pavement on a sunny day
Heels click on pavement,The smell of perfume wafting through the air
Heels click on pavement,The smell of wet concrete and car exhaust
Heels click on pavement,The sound of a bird chirping in a tree
Heels click on pavement,The sound of a car door slamming shut
Heels click on pavement,The sound of a woman's heels clicking on the pavement as she walks down the street
Heels click on pavement,The sound of children playing in the distance
Heels click on pavement,The sound of heels clicking on pavement
Heels click on pavement,The sound of heels clicking on pavement on a cold winter night
Heels click on pavement,The sound of heels clicking rhythmically on a busy city sidewalk
Heels click on pavement,The sound of her heels echoing off of the buildings
Heels click on pavement,The sound of high heels clicking on the pavement
Heels click on pavement,The sound of stiletto heels clicking on the pavement
Heels click on pavement,The sound of stiletto heels clicking on the pavement in a staccato rhythm
Heels click on pavement,The taste of a cold drink on a hot day
Heels click on pavement,The taste of a mint julep on a hot summer day
Hidden waterfall,"The taste of fresh, clean air"
Hidden waterfall,"The taste of fresh, clean water"
Hidden waterfall,A bird chirping in the distance
Hidden waterfall,A cool mist on your skin
Hidden waterfall,A gentle roar of water as it cascades over rocks
Hidden waterfall,A gentle roar of water cascading over rocks
Hidden waterfall,A lush green forest that blocks out the sun
Hidden waterfall,The cool mist on your skin
Hidden waterfall,The feel of cool water splashing on your face
Hidden waterfall,The feeling of cool water on your skin
Hidden waterfall,The feeling of the water droplets on your face
Hidden waterfall,The sight of a rainbow after a storm
Hidden waterfall,The sight of a rainbow after the rain
Hidden waterfall,The sight of a rainbow emerging from the mist
Hidden waterfall,The sight of sunlight glinting off the water
Hidden waterfall,The smell of damp earth and moss
Hidden waterfall,The smell of damp moss
Hidden waterfall,The smell of damp moss and ferns
Hidden waterfall,The smell of the damp moss and ferns
Hidden waterfall,The smell of wet leaves
Hidden waterfall,The smell of wet moss
Hidden waterfall,The smell of wet moss and pine needles
Hidden waterfall,The sound of birds chirping in the trees
Hidden waterfall,The sound of birds singing in the trees
Hidden waterfall,The sound of birdsong
Hidden waterfall,The sound of birdsong echoing through the trees
Hidden waterfall,The sound of the water cascading over the rocks
Hidden waterfall,The sound of water cascading over rocks
Hidden waterfall,The taste of fresh water
High school prom,"The sound of a DJ playing ""My Heart Will Go On"""
High school prom,A giant punch bowl filled with a mystery drink
High school prom,A sea of sequins and glitter
High school prom,A table filled with cupcakes and punch
High school prom,The feel of a corsage or boutonniere on your wrist
High school prom,The feel of satin and silk gowns brushing against your skin
