input,output
Feeling,Feelings are the body's way of telling us what's important.
Feeling,Feelings are the body's way of telling you something is wrong.
Feeling,Feelings are the key to a happy and fulfilling life.
Feeling,Feelings are the key to unlocking your full potential.
Feeling,Feelings are the mind's way of making sense of the world.
Feeling,Feelings are the most important part of being human.
Feeling,Feelings are the most important thing in life.
Feeling,Feelings are the only thing that matters.
Feeling,Feelings are the soul's way of expressing itself.
Festival,Festivals are a great way to escape the real world for a few days.
Festival,Festivals are a great way to meet new people and make new friends.
Festival,Festivals are a great way to meet new people from all over the world.
Festival,Festivals are a great way to meet new people from all walks of life.
Festival,Festivals are a great way to meet new people who share your interests.
Festival,Festivals are a great way to spend a lot of money on overpriced food and drinks.
Festival,Festivals are a waste of money and time.
Festival,Festivals are overpriced and overcrowded.
Festival,Festivals are the adult version of summer camp.
Festival,Festivals are the best excuse to eat an entire day's worth of food in one sitting.
Festival,Festivals are the best excuse to eat an entire pizza by yourself.
Festival,Festivals are the best excuse to eat junk food for days on end.
Festival,Festivals are the best way to escape the real world for a few days.
Festival,Festivals are the modern-day equivalent of the Roman Colosseum—minus the lions and Christians.
Festival,Festivals are the perfect place to let your freak flag fly.
Festival,Festivals are too expensive and crowded.
Finals Week,Finals week is a great way to bond with your classmates over shared suffering.
Finals Week,Finals week is a great way to make new friends—the people you're cramming with are the only ones who understand your pain.
Finals Week,Finals week is a test of your mental and physical endurance.
Finals Week,Finals week is the best time to make new friends—because everyone is too stressed to care about who you are.
Finals Week,Finals week is the best week of the year because you finally get to see what you've learned all semester.
Finals Week,Finals week is the only time of year when it's socially acceptable to binge on caffeine and junk food.
Finals Week,Finals week is the only time of year when it's socially acceptable to cry in public.
Finals Week,Finals week is the only time of year when it's socially acceptable to stay up all night.
Finals Week,Finals week is the only time of year when you'll actually miss your alarm clock.
Finals Week,Finals week is the perfect time to binge-watch your favorite TV shows.
Finals Week,Finals week is the perfect time to catch up on your sleep.
Finals Week,Finals week is the ultimate test of endurance.
Financial Report,"Financial reports are a form of mind control, designed to make you buy stocks you don't understand."
Financial Report,"Financial reports are a snoozefest, but they're essential for making informed investment decisions."
Financial Report,"Financial reports are like a treasure map, revealing all the secrets of a company's financial health."
Financial Report,"Financial reports are like a treasure map—if you can decipher them, you can find the buried treasure."
Financial Report,Financial reports are a necessary evil for anyone who wants to invest in the stock market.
Financial Report,Financial reports are a necessary evil for businesses.
Financial Report,Financial reports are a snoozefest—but they're important.
Financial Report,Financial reports are a way for companies to hide their true financial situation from the public.
Financial Report,Financial reports are just a bunch of numbers on a page.
Financial Report,Financial reports are just a bunch of numbers on a page—until you know how to interpret them.
Financial Report,Financial reports are like a foreign language that only accountants can understand.
Financial Report,Financial reports are like the weather forecast—they're always wrong.
Financial Report,Financial reports are the bane of every accountant's existence.
Financial Report,Financial reports are the best way to fall asleep at work.
Financial Report,Financial reports are the key to understanding a company's financial health.
Financial Report,Financial reports are the key to understanding a company's financial health—or lack thereof.
Financial Report,Financial reports are the key to understanding the economy—and how it's going to affect your wallet.
Financial Report,Financial reports are the most boring form of literature ever written.
Financial Report,Financial reports are the most boring thing ever written—except for maybe tax returns.
Financial Report,Financial reports are the only thing that can make a CEO sweat.
First Day of School,"First day of school is the best day of the year—or the worst day of the year, depending on your perspective."
